"","Dim.1","Dim.2","Dim.3"
"130",0.465998780145478,-0.754393290698233,-0.125864333224847
"131",0.893226595945579,-0.302330945785527,0.0961819198999752
"132",0.579160216804174,-0.931586223742114,-0.597120776691152
"133",0.766737279929533,0.348811268637579,1.43176021695384
"134",1.27701880909727,0.121986496384768,0.328170737986161
"135",0.128585773973059,0.661366682361927,-0.259166966800739
"136",0.484648304569246,0.208446846452562,-0.169350298917874
"137",-0.489995847480462,0.512189519004924,-0.598721384047574
"138",0.954405437554093,-0.166946931007598,0.254098129127201
"139",0.827117955440496,-0.0947447301548755,0.557270948461473
"140",0.693161437463399,0.163357038767961,0.20958070565272
"141",-0.0294632365304887,-1.75920757570325,-1.24123358853038
"142",0.583858320454854,-0.67138172762003,-0.13904771540159
"143",0.739115885730853,-0.528146795879751,-0.0959279449871544
"144",0.541221061480886,-1.04227903061985,-0.742778846903801
"145",-0.570778895039758,1.89963970926046,0.283478468793131
"146",-2.0546498036984,1.12789548865811,-0.818106263649069
"147",-0.185378310846567,0.414943913506812,-0.377933282400913
"148",0.696565309730113,-0.469518520215536,0.0669924607132471
"149",0.0443754124563432,-1.06418663748115,-0.101611759867019
"150",-1.09685455409022,-1.80627247281601,0.136208647608271
"151",0.248903836068022,0.875034665711845,0.81602186552382
"152",0.931033952386929,0.0142051450039896,0.609482849139698
"153",-2.91703060928566,0.700072967124551,-0.621436744018451
"154",-0.453393708592755,1.1439863239401,-0.75907296433618
"155",-5.4842773375041,-0.410213568530643,0.46905417366127
"156",-5.74059130138349,-0.421515319013425,0.799821038400951
"157",-4.9112659980182,-0.0978213050555654,1.15780364237082
"158",-0.920492253394749,0.725170500593981,0.613797153437347
"159",0.8982324205624,-0.169423789514628,0.32658802562794
"160",-0.62943755577749,1.35257362934174,-0.683193948658061
"161",-5.74059130138349,-0.421515319013425,0.799821038400951
"162",-4.98458309061177,-0.388180357344708,-0.175788958844802
"163",0.542063724367816,-0.476331018218105,0.266372955689495
"164",0.0293411359500905,0.688592874997764,-0.17847377618966
"165",0.633710484913968,-0.0322334313574367,0.933674753810156
"166",0.859758290858997,-0.303806676672153,0.139371944251708
"167",-0.204984359322571,0.109054169079645,-0.598855632392394
"168",-1.42475517434458,1.36672074220587,-0.735385784259062
"169",1.13315285803024,-0.0102113261390702,0.28915665821568
"170",1.08738008186446,0.021098975201767,0.407722015360848
"171",1.03012961182038,-0.163607995780975,0.156377945146714
"172",0.168261082988521,1.04426629221152,-0.343705498338497
"173",0.683110855168651,-0.247120214275178,-0.0649595881843655
"174",-0.136098500602555,-0.963124402280717,0.325903001855983
"175",0.467187018121089,0.384428291162242,-0.113558611660015
"176",1.17594391933185,-0.243198750080335,-0.185351320824975
"177",0.459404611368479,0.486547451648412,0.0112426047379233
"178",0.000826699090453825,1.14703835370186,-0.292784927535123
"179",0.0377443382062406,0.405275540286042,0.0827297981126869
"180",0.779942087031561,-0.409513837535598,0.0599516238131469
"181",0.144936666503199,0.692958695389489,-0.181569040403462
"182",0.687467557178638,-0.360899729861275,0.27335050337104
"183",0.475994494786046,-0.83997274660525,-0.292323046405272
"184",-0.0690254111625784,0.452283441002962,-0.576373318046899
"185",0.55518934188548,-0.475752265301674,0.249434669189689
